0.000000000000000000e+00,1.000000000000000000e+00
1.764828738512957962e-02,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
3.185045948203901744e-03,1.000000000000000000e+00
1.047410192147034680e-01,1.000000000000000000e+00
1.388888888888895057e-02,1.000000000000000000e+00
6.944444444444419773e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
