7.262949039264821049e-02,4.000000000000000000e+00
3.115079365079365115e-01,5.000000000000000000e+00
1.370770676691729140e+00,8.000000000000000000e+00
5.860484544695069298e-01,6.000000000000000000e+00
1.862468671679198273e-01,5.000000000000000000e+00
2.667084377610692281e-01,7.000000000000000000e+00
4.697159565580617535e-01,5.000000000000000000e+00
4.166666666666674068e-02,2.000000000000000000e+00
2.776211361737678240e-01,4.000000000000000000e+00
3.007518796992481036e-02,4.000000000000000000e+00
