2.835213032581451742e-02 1.000000000000000000e+01
1.652046783625731319e-01 1.000000000000000000e+01
2.410192147034252441e-01 1.000000000000000000e+01
3.376670843776107267e-01 1.000000000000000000e+01
2.083333333333325932e-02 1.000000000000000000e+01
9.226190476190476719e-02 1.000000000000000000e+01
8.447681704260651125e-01 1.000000000000000000e+01
1.079260651629073697e-01 1.000000000000000000e+01
2.316729323308271971e-01 1.000000000000000000e+01
2.140768588137009765e-02 1.000000000000000000e+01
