0.000000000000000000e+00 1.000000000000000000e+01
0.000000000000000000e+00 1.000000000000000000e+01
0.000000000000000000e+00 1.000000000000000000e+01
2.499999999999999556e+00 1.000000000000000000e+01
2.333333333333333037e+00 1.000000000000000000e+01
0.000000000000000000e+00 1.000000000000000000e+01
0.000000000000000000e+00 1.000000000000000000e+01
0.000000000000000000e+00 1.000000000000000000e+01
0.000000000000000000e+00 1.000000000000000000e+01
0.000000000000000000e+00 1.000000000000000000e+01
