0.000000000000000000e+00 1.000000000000000000e+00
4.166666666666662966e-02 1.000000000000000000e+00
1.388888888888883955e-02 1.000000000000000000e+00
1.388888888888883955e-02 1.000000000000000000e+00
6.944444444444419773e-03 1.000000000000000000e+00
1.388888888888883955e-02 1.000000000000000000e+00
7.638888888888883955e-02 1.000000000000000000e+00
1.388888888888883955e-02 1.000000000000000000e+00
2.777777777777779011e-02 1.000000000000000000e+00
6.944444444444419773e-03 1.000000000000000000e+00
