6.055242272347536314e-01 2.000000000000000000e+02
4.607038429406848934e+00 2.000000000000000000e+02
5.656537176274017753e+00 2.000000000000000000e+02
3.094559314954052009e+00 2.000000000000000000e+02
1.989505012531328276e+00 2.000000000000000000e+02
6.868734335839604688e-01 2.000000000000000000e+02
1.784685672514619270e+01 2.000000000000000000e+02
1.777203425229740841e+00 2.000000000000000000e+02
2.269893483709272797e+00 2.000000000000000000e+02
2.296888053467002200e-01 2.000000000000000000e+02
