6.944444444444530795e-03 2.000000000000000000e+01
5.797305764411025963e-01 2.000000000000000000e+01
5.611946532999163573e-01 2.000000000000000000e+01
2.158521303258144064e-01 2.000000000000000000e+01
1.571115288220551465e-01 2.000000000000000000e+01
5.555555555555558023e-02 2.000000000000000000e+01
1.749373433583959470e+00 2.000000000000000000e+01
1.522034252297408408e-01 2.000000000000000000e+01
2.221700083542187398e-01 2.000000000000000000e+01
5.785296574770260047e-02 2.000000000000000000e+01
