1.886487050960736767e-01,1.000000000000000000e+02
1.940215121136173337e+00,1.000000000000000000e+02
2.202955304928989388e+00,1.000000000000000000e+02
1.086518379281537605e+00,1.000000000000000000e+02
6.116854636591483318e-01,1.000000000000000000e+02
4.087823725981620804e-01,1.000000000000000000e+02
8.909774436090225791e+00,1.000000000000000000e+02
7.164264828738512447e-01,1.000000000000000000e+02
1.180503341687552776e+00,1.000000000000000000e+02
7.811194653299946555e-02,1.000000000000000000e+02
