4.861111111111104943e-02,1.000000000000000000e+01
1.892230576441102929e-01,1.000000000000000000e+01
6.592522974101920896e-01,1.000000000000000000e+01
2.430555555555554692e-01,1.000000000000000000e+01
1.458333333333331483e-01,1.000000000000000000e+01
7.664995822890552368e-02,1.000000000000000000e+01
7.963659147869676103e-01,1.000000000000000000e+01
5.612990810359230753e-02,1.000000000000000000e+01
2.307852965747700935e-01,1.000000000000000000e+01
1.185254803675850344e-02,1.000000000000000000e+01
