0.000000000000000000e+00 1.000000000000000000e+01
1.747598162071848371e-01 1.000000000000000000e+01
1.015559732664997883e-01 1.000000000000000000e+01
6.625939849624062905e-02 1.000000000000000000e+01
1.388888888888895057e-02 1.000000000000000000e+01
0.000000000000000000e+00 1.000000000000000000e+01
8.387113617376776853e-01 1.000000000000000000e+01
5.874060150375948197e-02 1.000000000000000000e+01
7.059314954051798541e-02 1.000000000000000000e+01
1.070384294068504882e-02 1.000000000000000000e+01
