1.764828738512957962e-02 1.000000000000000000e+01
2.025375939849627382e-01 1.000000000000000000e+01
2.554824561403508110e-01 1.000000000000000000e+01
1.906850459482039017e-01 1.000000000000000000e+01
2.459273182957399939e-02 1.000000000000000000e+01
5.237050960735190053e-02 1.000000000000000000e+01
8.106725146198831000e-01 1.000000000000000000e+01
9.027777777777801216e-02 1.000000000000000000e+01
1.778926482873853798e-01 1.000000000000000000e+01
0.000000000000000000e+00 1.000000000000000000e+01
