2.777777777777790114e-02 1.000000000000000000e+01
1.710004177109442081e-01 1.000000000000000000e+01
5.097117794486215603e-01 1.000000000000000000e+01
9.722222222222243193e-02 1.000000000000000000e+01
1.105367585630743221e-01 1.000000000000000000e+01
6.218671679197984581e-02 1.000000000000000000e+01
7.406015037593984829e-01 1.000000000000000000e+01
1.316311612364244876e-01 1.000000000000000000e+01
2.186716791979950170e-01 1.000000000000000000e+01
1.185254803675850344e-02 1.000000000000000000e+01
