3.529657477025893719e-02 2.000000000000000000e+01
5.036549707602342441e-01 2.000000000000000000e+01
5.618212197159566657e-01 2.000000000000000000e+01
7.847222222222220989e-01 2.000000000000000000e+01
1.255743525480367273e-01 2.000000000000000000e+01
5.090852130325806968e-02 2.000000000000000000e+01
2.106307435254804794e+00 2.000000000000000000e+01
1.875000000000000000e-01 2.000000000000000000e+01
2.866541353383459390e-01 2.000000000000000000e+01
6.161236424394311850e-02 2.000000000000000000e+01
