1.012949039264821049e-02 1.000000000000000000e+01
2.010756056808687964e-01 1.000000000000000000e+01
5.839598997493732346e-01 1.000000000000000000e+01
6.625939849624051803e-02 1.000000000000000000e+01
1.565371762740183081e-01 1.000000000000000000e+01
4.166666666666662966e-02 1.000000000000000000e+01
8.823099415204679330e-01 1.000000000000000000e+01
1.041666666666665186e-01 1.000000000000000000e+01
1.301691729323307678e-01 1.000000000000000000e+01
1.446324143692567787e-02 1.000000000000000000e+01
